offset_s,used_mib
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
41,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
42,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
43,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
44,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
45,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
46,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
47,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
48,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
49,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
50,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
51,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
52,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
53,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
54,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
55,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
56,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
57,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
58,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
59,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
60,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
61,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
62,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
63,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
64,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
65,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
66,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
67,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
68,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
69,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
70,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
71,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
72,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
73,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
74,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
75,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
76,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
77,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
78,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
79,5424
80,5424
80,5424
80,5424
80,5424
80,5424
80,5424
80,5424
80,5424
80,5424
80,5424
